id_ville;ville;code_postal
19449;Champillon;51160
19450;Champlat-et-Boujacourt;51480
19451;Champvoisy;51700
19452;Changy;51300
19453;Chantemerle;51260
19454;Chapelaine;51290
19455;La Chapelle-Felcourt;51800
19456;La Chapelle-Lasson;51260
19457;La Chapelle-sous-Orbais;51270
19458;Charleville;51120
19459;Charmont;51330
19460;Les Charmontois;51330
19461;Le Châtelier;51330
19462;Châtelraould-Saint-Louvent;51300
19463;Châtillon-sur-Broué;51290
19464;Châtillon-sur-Marne;51700
19465;Châtillon-sur-Morin;51310
19466;Châtrices;51800
19467;Chaudefontaine;51800
19468;Chaumuzy;51170
19469;La Chaussée-sur-Marne;51240
19470;Chavot-Courcourt;51530
19471;Le Chemin;51800
19472;Cheminon;51250
19473;Chenay;51140
19474;Cheniers;51510
19475;La Cheppe;51600
19476;Cheppes-la-Prairie;51240
19477;Chepy;51240
19478;Cherville;51150
19479;Chichey;51120
19480;Chigny-les-Roses;51500
19481;Chouilly;51530
19482;Clamanges;51130
19483;Clesles;51260
19484;Cloyes-sur-Marne;51300
19485;Coizard-Joches;51270
19486;Val-des-Marais;51130
19487;Compertrix;51510
19488;Condé-sur-Marne;51150
19489;Conflans-sur-Seine;51260
19490;Congy;51270
19491;Connantray-Vaurefroy;51230
19492;Connantre;51230
19493;Contault;51330
19494;Coole;51320
19495;Coolus;51510
19496;Corbeil;51320
19497;Corfélix;51210
19498;Cormicy;51220
19499;Cormontreuil;51350
19500;Cormoyeux;51480
19501;Corribert;51270
19502;Corrobert;51210
19503;Corroy;51230
19504;Coulommes-la-Montagne;51390
19505;Coupetz;51240
19506;Coupéville;51240
19507;Courcelles-Sapicourt;51140
19508;Courcemain;51260
19509;Courcy;51220
19510;Courdemanges;51300
19511;Courgivaux;51310
19512;Courjeonnet;51270
19513;Courlandon;51170
19514;Courmas;51390
19515;Courtagnon;51480
19516;Courtémont;51800
19517;Courthiézy;51700
19518;Courtisols;51460
19519;Courville;51170
19520;Couvrot;51300
19521;Cramant;51530
19522;La Croix-en-Champagne;51600
19523;Crugny;51170
19524;Cuchery;51480
19525;Cuis;51530
19526;Cuisles;51700
19527;Cumières;51480
19528;Cuperly;51400
19529;Damery;51480
19530;Dampierre-au-Temple;51400
19531;Dampierre-le-Château;51330
19532;Dampierre-sur-Moivre;51240
19533;Dizy;51530
19534;Dommartin-Dampierre;51800
19535;Dommartin-Lettrée;51320
19536;Dommartin-sous-Hans;51800
19537;Dommartin-Varimont;51330
19538;Dompremy;51300
19539;Dontrien;51490
19540;Dormans;51700
19541;Val-de-Vière;51340
19542;Drosnay;51290
19543;Drouilly;51300
19544;Éclaires;51800
19545;Écollemont;51290
19546;Écriennes;51300
19547;Écueil;51500
19548;Écury-le-Repos;51230
19549;Écury-sur-Coole;51240
19550;Élise-Daucourt;51800
19551;Épense;51330
19552;Épernay;51200
19553;L'Épine;51460
19554;Époye;51490
19555;Escardes;51310
19556;Esclavolles-Lurey;51260
19557;Les Essarts-lès-Sézanne;51120
19558;Les Essarts-le-Vicomte;51310
19559;Esternay;51310
19560;Étoges;51270
19561;Étréchy;51130
19562;Étrepy;51340
19563;Euvy;51230
19564;Fagnières;51510
19565;Faux-Fresnay;51230
19566;Faux-Vésigneul;51320
19567;Faverolles-et-Coëmy;51170
19568;Favresse;51300
19569;Fèrebrianges;51270
19570;Fère-Champenoise;51230
19571;Festigny;51700
19572;Fismes;51170
19573;Flavigny;51190
19574;Fleury-la-Rivière;51480
19575;Florent-en-Argonne;51800
19576;Fontaine-Denis-Nuisy;51120
19577;Fontaine-en-Dormois;51800
19578;Fontaine-sur-Ay;51160
19579;La Forestière;51120
19580;Francheville;51240
19581;Le Fresne;51240
19582;Fresne-lès-Reims;51110
19583;Frignicourt;51300
19584;Fromentières;51210
19585;Le Gault-Soigny;51210
19586;Gaye;51120
19587;Germaine;51160
19588;Germigny;51390
19589;Germinon;51130
19590;Giffaumont-Champaubert;51290
19591;Gigny-Bussy;51290
19592;Gionges;51130
19593;Givry-en-Argonne;51330
19594;Givry-lès-Loisy;51130
19595;Gizaucourt;51800
19596;Glannes;51300
19597;Gourgançon;51230
19598;Sainte-Marie-du-Lac-Nuisement;51290
19599;Les Grandes-Loges;51400
19600;Granges-sur-Aube;51260
19601;Gratreuil;51800
19602;Grauves;51190
19603;Gueux;51390
19604;Hans;51800
19605;Haussignémont;51300
19606;Haussimont;51320
19607;Hauteville;51290
19608;Hautvillers;51160
19609;Heiltz-le-Hutier;51300
19610;Heiltz-le-Maurupt;51340
19611;Heiltz-l'Évêque;51340
19612;Hermonville;51220
19613;Herpont;51460
19614;Heutrégiville;51110
19615;Hourges;51140
19616;Huiron;51300
19617;Humbauville;51320
19618;Igny-Comblizy;51700
19619;Isles-sur-Suippe;51110
19620;Isle-sur-Marne;51290
19621;Isse;51150
19622;Les Istres-et-Bury;51190
19623;Jâlons;51150
19624;Janvilliers;51210
19625;Janvry;51390
19626;Joiselle;51310
19627;Jonchery-sur-Suippe;51600
19628;Jonchery-sur-Vesle;51140
19629;Jonquery;51700
19630;Jouy-lès-Reims;51390
19631;Jussecourt-Minecourt;51340
19632;Juvigny;51150
19633;Lachy;51120
19634;Lagery;51170
19635;Landricourt;51290
19636;Larzicourt;51290
19637;Laval-sur-Tourbe;51600
19638;Lavannes;51110
19639;Lenharrée;51230
19640;Leuvrigny;51700
19641;Lhéry;51170
19642;Lignon;51290
19643;Linthelles;51230
19644;Linthes;51230
19645;Lisse-en-Champagne;51300
19646;Livry-Louvercy;51400
19647;Loisy-en-Brie;51130
19648;Loisy-sur-Marne;51300
19649;Loivre;51220
19650;Louvois;51150
19651;Ludes;51500
19652;Luxémont-et-Villotte;51300
19653;Maffrécourt;51800
19654;Magneux;51170
19655;Mailly-Champagne;51500
19656;Mairy-sur-Marne;51240
19657;Maisons-en-Champagne;51300
19658;Malmy;51800
19659;Mancy;51530
19660;Marcilly-sur-Seine;51260
19661;Mardeuil;51530
19662;Mareuil-en-Brie;51270
19663;Mareuil-le-Port;51700
19664;Mareuil-sur-Ay;51160
19665;Marfaux;51170
19666;Margerie-Hancourt;51290
19667;Margny;51210
19668;Marigny;51230
19669;Marolles;51300
19670;Marsangis;51260
19671;Marson;51240
19672;Massiges;51800
19673;Matignicourt-Goncourt;51300
19674;Matougues;51510
19675;Maurupt-le-Montois;51340
19676;Mécringes;51210
19677;Le Meix-Saint-Epoing;51120
19678;Le Meix-Tiercelin;51320
19679;Merfy;51220
19680;Merlaut;51300
19681;Méry-Prémecy;51390
19682;Les Mesneux;51370
19683;Le Mesnil-sur-Oger;51190
19684;Minaucourt-le-Mesnil-lès-Hurlus;51800
19685;Moeurs-Verdey;51120
19686;Moiremont;51800
19687;Moivre;51240
19688;Moncetz-Longevas;51470
19689;Moncetz-l'Abbaye;51290
19690;Mondement-Montgivroux;51120
19691;Montbré;51500
19692;Montgenost;51260
19693;Montépreux;51320
19694;Monthelon;51530
19695;Montigny-sur-Vesle;51140
19696;Montmirail;51210
19697;Montmort-Lucy;51270
19698;Mont-sur-Courville;51170
19699;Morangis;51530
19700;Morsains;51210
19701;Moslins;51530
19702;Mourmelon-le-Grand;51400
19703;Mourmelon-le-Petit;51400
19704;Moussy;51530
19705;Muizon;51140
19706;Mutigny;51160
19707;Nanteuil-la-Forêt;51480
19708;Nesle-la-Reposte;51120
19709;Nesle-le-Repons;51700
19710;La Neuville-aux-Bois;51330
19711;La Neuville-aux-Larris;51480
19712;La Neuville-au-Pont;51800
19713;Neuvy;51310
19714;Nogent-l'Abbesse;51420
19715;Noirlieu;51330
19716;Norrois;51300
19717;La Noue;51310
19718;Nuisement-sur-Coole;51240
19719;OEuilly;51480
19720;Oger;51190
19721;Ognes;51230
19722;Oiry;51530
19723;Olizy;51700
19724;Omey;51240
19725;Orbais-l'Abbaye;51270
19726;Orconte;51300
19727;Ormes;51370
19728;Outines;51290
19729;Outrepont;51300
19730;Oyes;51120
19731;Pargny-lès-Reims;51390
19732;Pargny-sur-Saulx;51340
19733;Passavant-en-Argonne;51800
19734;Passy-Grigny;51700
19735;Péas;51120
19736;Les Petites-Loges;51400
19737;Pévy;51140
19738;Pierre-Morains;51130
19739;Pierry;51530
19740;Pleurs;51230
19741;Plichancourt;51300
19742;Plivot;51150
19743;Pocancy;51130
19744;Pogny;51240
19745;Poilly;51170
19746;Poix;51460
19747;Pomacle;51110
19748;Pontfaverger-Moronvilliers;51490
19749;Ponthion;51300
19750;Possesse;51330
19751;Potangis;51260
19752;Pouillon;51220
19753;Pourcy;51480
19754;Pringy;51300
19755;Prosnes;51400
19756;Prouilly;51140
19757;Prunay;51360
19758;Puisieulx;51500
19759;Queudes;51120
19760;Rapsécourt;51330
19761;Recy;51520
19762;Reims;51100
19763;Reims-la-Brûlée;51300
19764;Remicourt;51330
19765;Reuil;51480
19766;Reuves;51120
19767;Réveillon;51310
19768;Rieux;51210
19769;Rilly-la-Montagne;51500
19770;Les Rivières-Henruel;51300
19771;Romain;51140
19772;Romery;51480
19773;Romigny;51170
19774;Rosnay;51390
19775;Rouffy;51130
19776;Rouvroy-Ripont;51800
19777;Sacy;51500
19778;Saint-Amand-sur-Fion;51300
19779;Saint-Bon;51310
19780;Saint-Brice-Courcelles;51370
19781;Saint-Chéron;51290
19782;Saint-Étienne-au-Temple;51460
19783;Saint-Étienne-sur-Suippe;51110
19784;Saint-Eulien;52100
19785;Saint-Euphraise-et-Clairizet;51390
19786;Sainte-Gemme;51700
19787;Saint-Germain-la-Ville;51240
19788;Saint-Gibrien;51510
19789;Saint-Gilles;51170
19790;Saint-Hilaire-au-Temple;51400
19791;Saint-Hilaire-le-Grand;51600
19792;Saint-Hilaire-le-Petit;51490
19793;Saint-Imoges;51160
19794;Saint-Jean-devant-Possesse;51330
19795;Saint-Jean-sur-Moivre;51240
19796;Saint-Jean-sur-Tourbe;51600
19797;Saint-Just-Sauvage;51260
19798;Saint-Léonard;51500
19799;Saint-Loup;51120
19800;Saint-Lumier-en-Champagne;51300
19801;Saint-Lumier-la-Populeuse;51340
19802;Saint-Mard-sur-Auve;51800
19803;Saint-Mard-lès-Rouffy;51130
19804;Saint-Mard-sur-le-Mont;51330
19805;Sainte-Marie-à-Py;51600
19806;Saint-Martin-aux-Champs;51240
19807;Saint-Martin-l'Heureux;51490
19808;Saint-Martin-sur-le-Pré;51520
19809;Saint-Masmes;51490
19810;Saint-Memmie;51470
19811;Sainte-Menehould;51800
19812;Saint-Ouen-Domprot;51320
19813;Saint-Pierre;51510
19814;Saint-Quentin-les-Marais;51300
19815;Saint-Quentin-le-Verger;51120
19816;Saint-Quentin-sur-Coole;51240
19817;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;51290
19818;Saint-Remy-sous-Broyes;51120
19819;Saint-Remy-sur-Bussy;51600
19820;Saint-Saturnin;51260
19821;Saint-Souplet-sur-Py;51600
19822;Saint-Thierry;51220
19823;Saint-Thomas-en-Argonne;51800
19824;Saint-Utin;51290
19825;Saint-Vrain;51340
19826;Sapignicourt;52100
19827;Sarcy;51170
19828;Saron-sur-Aube;51260
19829;Sarry;51520
19830;Saudoy;51120
19831;Savigny-sur-Ardres;51170
19832;Scrupt;51340
19833;Selles;51490
19834;Sept-Saulx;51400
19835;Sermaize-les-Bains;51250
19836;Sermiers;51500
19837;Servon-Melzicourt;51800
19838;Serzy-et-Prin;51170
19839;Sézanne;51120
19840;Sillery;51500
19841;Sivry-Ante;51800
19842;Sogny-aux-Moulins;51520
19843;Sogny-en-l'Angle;51340
19844;Soizy-aux-Bois;51120
19845;Somme-Bionne;51800
19846;Sommepy-Tahure;51600
19847;Sommesous;51320
19848;Somme-Suippe;51600
19849;Somme-Tourbe;51600
19850;Somme-Vesle;51460
19851;Somme-Yèvre;51330
19852;Sompuis;51320
19853;Somsois;51290
19854;Songy;51240
19855;Souain-Perthes-lès-Hurlus;51600
19856;Soudé;51320
19857;Soudron;51320
19858;Soulanges;51300
19859;Soulières;51130
19860;Suippes;51600
19861;Suizy-le-Franc;51270
19862;Taissy;51500
19863;Talus-Saint-Prix;51270
19864;Tauxières-Mutry;51150
19865;Thaas;51230
19866;Thibie;51510
19867;Thiéblemont-Farémont;51300
19868;Thil;51220
19869;Thillois;51370
19870;Le Thoult-Trosnay;51210
19871;Val-de-Vesle;51360
19872;Tilloy-et-Bellay;51460
19873;Tinqueux;51430
19874;Togny-aux-Boeufs;51240
19875;Tours-sur-Marne;51150
19876;Tramery;51170
19877;Trécon;51130
19878;Tréfols;51210
19879;Trépail;51380
19880;Treslon;51140
19881;Trigny;51140
19882;Trois-Fontaines-l'Abbaye;51340
19883;Trois-Puits;51500
19884;Troissy;51700
19885;Unchair;51170
19886;Vadenay;51400
19887;Valmy;51800
19888;Vanault-le-Châtel;51330
19889;Vanault-les-Dames;51340
19890;Vandeuil;51140
19891;Vandières;51700
19892;Vassimont-et-Chapelaine;51320
19893;Vatry;51320
19894;Vauchamps;51210
19895;Vauciennes;51480
19896;Vauclerc;51300
19897;Vaudemange;51380
19898;Vaudesincourt;51600
19899;Vavray-le-Grand;51300
19900;Vavray-le-Petit;51300
19901;Vélye;51130
19902;Ventelay;51140
19903;Venteuil;51480
19904;Verdon;51210
19905;Vernancourt;51330
19906;Verneuil;51700
19907;Verrières;51800
19908;Vert-Toulon;51130
19909;Vertus;51130
19910;Verzenay;51360
19911;Verzy;51380
19912;Vésigneul-sur-Marne;51240
19913;La Veuve;51520
19914;Le Vézier;51210
19915;Le Vieil-Dampierre;51330
19916;Vienne-la-Ville;51800
19917;Vienne-le-Château;51800
19918;Ville-Dommange;51390
19919;Ville-en-Selve;51500
19920;Ville-en-Tardenois;51170
19921;Villeneuve-la-Lionne;51310
19922;La Villeneuve-lès-Charleville;51120
19923;Villeneuve-Renneville-Chevigny;51130
19924;Villeneuve-Saint-Vistre-et-Villevotte;51120
19925;Villers-Allerand;51500
19926;Villers-aux-Bois;51130
19927;Villers-aux-Noeuds;51500
19928;Villers-en-Argonne;51800
19929;Villers-Franqueux;51220
19930;Villers-le-Château;51510
19931;Villers-le-Sec;51250
19932;Villers-Marmery;51380
19933;Villers-sous-Châtillon;51700
19934;Villeseneux;51130
19935;La Ville-sous-Orbais;51270
19936;Ville-sur-Tourbe;51800
19937;Villevenard;51270
19938;Villiers-aux-Corneilles;51260
19939;Vinay;51530
19940;Vincelles;51700
19941;Vindey;51120
19942;Virginy;51800
19943;Vitry-en-Perthois;51300
19944;Vitry-la-Ville;51240
19945;Vitry-le-François;51300
19946;Voilemont;51800
19947;Voipreux;51130
19948;Vouarces;51260
19949;Vouillers;51340
19950;Vouzy;51130
19951;Vraux;51150
19952;Vrigny;51390
19953;Vroil;51330
19954;Wargemoulin-Hurlus;51800
19955;Warmeriville;51110
19956;Witry-lès-Reims;51420
19957;Magenta;51530
19958;Ageville;52340
19959;Aigremont;52400
19960;Aillianville;52700
19961;Aingoulaincourt;52230
19962;Aizanville;52120
19963;Allichamps;52130
19964;Ambonville;52110
19965;Andelot-Blancheville;52700
19966;Andilly-en-Bassigny;52360
19967;Annéville-la-Prairie;52310
19968;Annonville;52230
19969;Anrosey;52500
19970;Aprey;52250
19971;Arbigny-sous-Varennes;52500
19972;Arbot;52160
19973;Arc-en-Barrois;52210
19974;Arnancourt;52110
19975;Attancourt;52130
19976;Aubepierre-sur-Aube;52210
19977;Auberive;52160
19978;Audeloncourt;52240
19979;Aujeurres;52190
19980;Aulnoy-sur-Aube;52160
19981;Autigny-le-Grand;52300
19982;Autigny-le-Petit;52300
19983;Autreville-sur-la-Renne;52120
19984;Bailly-aux-Forges;52130
19985;Baissey;52250
19986;Balesmes-sur-Marne;52200
19987;Bannes;52360
19988;Bassoncourt;52240
19989;Baudrecourt;52110
19990;Bay-sur-Aube;52160
19991;Beauchemin;52260
19992;Belmont;52500
19993;Roches-Bettaincourt;52270
19994;Bettancourt-la-Ferrée;52100
19995;Beurville;52110
19996;Biesles;52340
19997;Bize;52500
19998;Blaisy;52330
19999;Blécourt;52300
20000;Blessonville;52120
20001;Blumeray;52110
20002;Bologne;52310
20003;Bonnecourt;52360
20004;Bourbonne-les-Bains;52400
20005;Bourdons-sur-Rognon;52700
20006;Bourg;52200
20007;Bourg-Sainte-Marie;52150
20008;Bourmont;52150
20009;Bouzancourt;52110
20010;Brachay;52110
20011;Brainville-sur-Meuse;52150
20012;Braux-le-Châtel;52120
20013;Brennes;52200
20014;Brethenay;52000
20015;Breuvannes-en-Bassigny;52240
20016;Briaucourt;52700
20017;Bricon;52120
20018;Brousseval;52130
20019;Bugnières;52210
20020;Champsevraine;52500
20021;Busson;52700
20022;Buxières-lès-Clefmont;52240
20023;Buxières-lès-Villiers;52000
20024;Ceffonds;52220
20025;Celles-en-Bassigny;52360
20026;Celsoy;52600
20027;Cerisières;52320
20028;Chalancey;52160
20029;Chalindrey;52600
20030;Vals-des-Tilles;52160
20031;Chalvraines;52700
20032;Chambroncourt;52700
20033;Chamouilley;52410
20034;Champigneulles-en-Bassigny;52150
20035;Champigny-lès-Langres;52200
20036;Champigny-sous-Varennes;52400
20037;Chancenay;52100
20038;Changey;52360
20039;Chanoy;52260
20040;Chantraines;52700
20041;Charmes;52360
20042;Charmes-en-l'Angle;52110
20043;Charmes-la-Grande;52110
20044;Chassigny;52190
20045;Châteauvillain;52120
20046;Chatenay-Mâcheron;52200
20047;Chatenay-Vaudin;52360
20048;Chatonrupt-Sommermont;52300
20049;Chaudenay;52600
20050;Chauffourt;52140
20051;Chaumont;52000
20052;Chaumont-la-Ville;52150
20053;Chevillon;52170
20054;Chamarandes-Choignes;52000
20055;Choilley-Dardenay;52190
20056;Choiseul;52240
20057;Cirey-lès-Mareilles;52700
20058;Cirey-sur-Blaise;52110
20059;Cirfontaines-en-Azois;52370
20060;Cirfontaines-en-Ornois;52230
20061;Clefmont;52240
20062;Clinchamp;52700
20063;Cohons;52600
20064;Coiffy-le-Bas;52400
20065;Coiffy-le-Haut;52400
20066;Colmier-le-Bas;52160
20067;Colmier-le-Haut;52160
20068;Colombey-les-Deux-Églises;52330
20069;Condes;52000
20070;Consigny;52700
20071;Coublanc;52500
20072;Coupray;52210
20073;Courcelles-en-Montagne;52200
20074;Courcelles-sur-Blaise;52110
20075;Cour-l'Évêque;52210
20076;Culmont;52600
20077;Curel;52300
20078;Curmont;52330
20079;Cusey;52190
20080;Cuves;52240
20081;Daillancourt;52110
20082;Daillecourt;52240
20083;Dammartin-sur-Meuse;52140
20084;Dampierre;52360
20085;Damrémont;52400
20086;Dancevoir;52210
20087;Darmannes;52700
20088;Dinteville;52120
20089;Domblain;52130
20090;Dommarien;52190
20091;Dommartin-le-Franc;52110
20092;Dommartin-le-Saint-Père;52110
20093;Domremy-Landéville;52270
20094;Doncourt-sur-Meuse;52150
20095;Donjeux;52300
20096;Doulaincourt-Saucourt;52270
20097;Doulevant-le-Château;52110
20098;Doulevant-le-Petit;52130
20099;Droyes;52220
20100;Échenay;52230
20101;Éclaron-Braucourt-Sainte-Livière;52290
20102;Ecot-la-Combe;52700
20103;Effincourt;52300
20104;Enfonvelle;52400
20105;Épizon;52230
20106;Le Val-d'Esnoms;52190
20107;Esnouveaux;52340
20108;Euffigneix;52000
20109;Eurville-Bienville;52410
20110;Farincourt;52500
20111;Faverolles;52260
20112;Fayl-Billot;52500
20113;Fays;52130
20114;Ferrière-et-Lafolie;52300
20115;Flagey;52250
20116;Flammerécourt;52110
20117;Fontaines-sur-Marne;52170
20118;Forcey;52700
20119;Foulain;52800
20120;Frampas;52220
20121;Frécourt;52360
20122;Fresnes-sur-Apance;52400
20123;Froncles;52320
20124;Fronville;52300
20125;Genevrières;52500
20126;La Genevroye;52320
20127;Germaines;52160
20128;Germainvilliers;52150
20129;Germay;52230
20130;Germisay;52230
20131;Giey-sur-Aujon;52210
20132;Gillancourt;52330
20133;Gillaumé;52230
20134;Gilley;52500
20135;Goncourt;52150
20136;Graffigny-Chemin;52150
20137;Grandchamp;52600
20138;Grenant;52500
20139;Gudmont-Villiers;52320
20140;Guindrecourt-aux-Ormes;52300
20141;Guindrecourt-sur-Blaise;52330
20142;Guyonvelle;52400
20143;Hâcourt;52150
20144;Hallignicourt;52100
20145;Harréville-les-Chanteurs;52150
20146;Heuilley-Cotton;52600
20147;Heuilley-le-Grand;52600
20148;Haute-Amance;52600
20149;Huilliécourt;52150
20150;Humbécourt;52290
20151;Humberville;52700
20152;Humes-Jorquenay;52200
20153;Illoud;52150
20154;Is-en-Bassigny;52140
20155;Isômes;52190
20156;Joinville;52300
20157;Jonchery;52000
20158;Juzennecourt;52330
20159;Lachapelle-en-Blaisy;52330
20160;Lafauche;52700
20161;Laferté-sur-Amance;52500
20162;Laferté-sur-Aube;52120
20163;Lamancine;52310
20164;Lamothe-en-Blaisy;52330
20165;Laneuvelle;52400
20166;Bayard-sur-Marne;52170
20167;Laneuville-au-Pont;52100
20168;Langres;52200
20169;Lanques-sur-Rognon;52800
20170;Lanty-sur-Aube;52120
20171;Larivière-Arnoncourt;52400
20172;Latrecey-Ormoy-sur-Aube;52120
20173;Lavernoy;52140
20174;Laville-aux-Bois;52000
20175;Lavilleneuve;52140
20176;Lecey;52360
20177;Leffonds;52210
20178;Leschères-sur-le-Blaiseron;52110
20179;Leuchey;52190
20180;Leurville;52700
20181;Levécourt;52150
20182;Lezéville;52230
20183;Liffol-le-Petit;52700
20184;Les Loges;52500
20185;Longchamp;52240
20186;Longeau-Percey;52250
20187;Longeville-sur-la-Laines;52220
20188;Louvemont;52130
20189;Louvières;52800
20190;Louze;52220
20191;Luzy-sur-Marne;52000
20192;Maâtz;52500
20193;Magneux;52130
20194;Maisoncelles;52240
20195;Maizières;52300
20196;Maizières-sur-Amance;52500
20197;Malaincourt-sur-Meuse;52150
20198;Mandres-la-Côte;52800
20199;Manois;52700
20200;Marac;52260
20201;Maranville;52370
20202;Marbéville;52320
20203;Marcilly-en-Bassigny;52360
20204;Mardor;52200
20205;Mareilles;52700
20206;Marnay-sur-Marne;52800
20207;Mathons;52300
20208;Melay;52400
20209;Mennouveaux;52240
20210;Merrey;52240
20211;Mertrud;52110
20212;Meures;52310
20213;Millières;52240
20214;Mirbel;52320
20215;Moëslains;52100
20216;Montcharvot;52400
20217;Montheries;52330
20218;Montier-en-Der;52220
20219;Val-de-Meuse;52140
20220;Montot-sur-Rognon;52700
20221;Montreuil-sur-Blaise;52130
20222;Montreuil-sur-Thonnance;52230
20223;Montsaugeon;52190
20224;Morancourt;52110
20225;Morionvilliers;52700
20226;Mouilleron;52160
20227;Mussey-sur-Marne;52300
20228;Narcy;52170
20229;Neuilly-l'Évêque;52360
20230;Neuilly-sur-Suize;52000
20231;Neuvelle-lès-Voisey;52400
20232;Nijon;52150
20233;Ninville;52800
20234;Nogent;52800
20235;Noidant-Chatenoy;52600
20236;Noidant-le-Rocheux;52200
20237;Nomécourt;52300
20238;Noncourt-sur-le-Rongeant;52230
20239;Noyers;52240
20240;Nully;52110
20241;Occey;52190
20242;Orbigny-au-Mont;52360
20243;Orbigny-au-Val;52360
20244;Orcevaux;52250
20245;Orges;52120
20246;Ormancey;52200
20247;Ormoy-lès-Sexfontaines;52310
20248;Orquevaux;52700
20249;Osne-le-Val;52300
20250;Oudincourt;52310
20251;Outremécourt;52150
20252;Ozières;52700
20253;Le Pailly;52600
20254;Palaiseul;52600
20255;Pancey;52230
20256;Parnoy-en-Bassigny;52400
20257;Paroy-sur-Saulx;52300
20258;Pautaines-Augeville;52270
20259;Peigney;52200
20260;Perrancey-les-Vieux-Moulins;52200
20261;Perrogney-les-Fontaines;52160
20262;Perrusse;52240
20263;Perthes;52100
20264;Pierremont-sur-Amance;52500
20265;Pisseloup;52500
20266;Planrupt;52220
20267;Plesnoy;52360
20268;Poinsenot;52160
20269;Poinson-lès-Fayl;52500
20270;Poinson-lès-Grancey;52160
20271;Poinson-lès-Nogent;52800
20272;Poiseul;52360
20273;Poissons;52230
20274;Pont-la-Ville;52120
20275;Le Châtelet-sur-Meuse;52400
20276;Poulangy;52800
20277;Praslay;52160
20278;Prauthoy;52190
20279;Pressigny;52500
20280;Prez-sous-Lafauche;52700
20281;Puellemontier;52220
20282;Rachecourt-Suzémont;52130
20283;Rachecourt-sur-Marne;52170
20284;Rançonnières;52140
20285;Rangecourt;52140
20286;Rennepont;52370
20287;Reynel;52700
20288;Riaucourt;52000
20289;Richebourg;52120
20290;Rimaucourt;52700
20291;Rivières-le-Bois;52600
20292;Rivière-les-Fosses;52190
20293;Rizaucourt-Buchey;52330
20294;Robert-Magny-Laneuville-à-Rémy;52220
20295;Rochefort-sur-la-Côte;52700
20296;Roches-sur-Marne;52410
20297;Rochetaillée;52210
20298;Rolampont;52260
20299;Romain-sur-Meuse;52150
20300;Rouécourt;52320
20301;Rouelles;52160
20302;Rougeux;52500
20303;Rouvres-sur-Aube;52160
20304;Rouvroy-sur-Marne;52300
20305;Rupt;52300
20306;Sailly;52230
20307;Saint-Blin;52700
20308;Saint-Broingt-le-Bois;52190
20309;Saint-Broingt-les-Fosses;52190
20310;Saint-Ciergues;52200
20311;Saint-Dizier;52100
20312;Saints-Geosmes;52200
20313;Saint-Loup-sur-Aujon;52210
20314;Saint-Martin-lès-Langres;52200
20315;Saint-Maurice;52200
20316;Saint-Thiébault;52150
20317;Saint-Urbain-Maconcourt;52300
20318;Saint-Vallier-sur-Marne;52200
20319;Sarcey;52800
20320;Sarrey;52140
20321;Saudron;52230
20322;Saulles;52500
20323;Savigny;52500
20324;Semilly;52700
20325;Semoutiers-Montsaon;52000
20326;Serqueux;52400
20327;Sexfontaines;52330
20328;Signéville;52700
20329;Silvarouvres;52120
20330;Sommancourt;52130
20331;Sommerécourt;52150
20332;Sommevoire;52220
20333;Soncourt-sur-Marne;52320
20334;Soulaucourt-sur-Mouzon;52150
20335;Soyers;52400
20336;Suzannecourt;52300
20337;Ternat;52210
20338;Thilleux;52220
20339;Thivet;52800
20340;Thol-lès-Millières;52240
20341;Thonnance-lès-Joinville;52300
20342;Thonnance-les-Moulins;52230
20343;Torcenay;52600
20344;Tornay;52500
20345;Treix;52000
20346;Trémilly;52110
20347;Troisfontaines-la-Ville;52130
20348;Vaillant;52160
20349;Valcourt;52100
20350;Valleret;52130
20351;Valleroy;52500
20352;Terre-Natale;52400
20353;Vaudrecourt;52150
20354;Vaudrémont;52330
20355;Vauxbons;52200
20356;Vaux-sous-Aubigny;52190
20357;Vaux-sur-Blaise;52130
20358;Vaux-sur-Saint-Urbain;52300
20359;Vecqueville;52300
20360;Velles;52500
20361;Verbiesles;52000
20362;Verseilles-le-Bas;52250
20363;Verseilles-le-Haut;52250
20364;Vesaignes-sous-Lafauche;52700
20365;Vesaignes-sur-Marne;52800
20366;Vesvres-sous-Chalancey;52190
20367;Vicq;52400
20368;Viéville;52310
20369;Vignes-la-Côte;52700
20370;Vignory;52320
20371;Villars-en-Azois;52120
20372;Villars-Santenoge;52160
20373;Ville-en-Blaisois;52130
20374;Villegusien-le-Lac;52190
20375;Villiers-en-Lieu;52100
20376;Villiers-le-Sec;52000
20377;Villiers-lès-Aprey;52190
20378;Villiers-sur-Suize;52210
20379;Violot;52600
20380;Vitry-en-Montagne;52160
20381;Vitry-lès-Nogent;52800
20382;Vivey;52160
20383;Voillecomte;52130
20384;Voisey;52400
20385;Voisines;52200
20386;Voncourt;52500
20387;Vouécourt;52320
20388;Vraincourt;52310
20389;Vroncourt-la-Côte;52240
20390;Wassy;52130
20391;Ahuillé;53940
20392;Alexain;53240
20393;Ambrières-les-Vallées;53300
20394;Ampoigné;53200
20395;Andouillé;53240
20396;Argenton-Notre-Dame;53290
20397;Argentré;53210
20398;Aron;53440
20399;Arquenay;53170
20400;Assé-le-Bérenger;53600
