id_ville;ville;code_postal
6593;Saint-Outrille;18310
6594;Saint-Palais;18110
6595;Saint-Pierre-les-Bois;18170
6596;Saint-Pierre-les-Étieux;18210
6597;Saint-Priest-la-Marche;18370
6598;Saint-Satur;18300
6599;Saint-Saturnin;18370
6600;Sainte-Solange;18220
6601;Saint-Symphorien;18190
6602;Sainte-Thorette;18500
6603;Saint-Vitte;18360
6604;Saligny-le-Vif;18800
6605;Sancergues;18140
6606;Sancerre;18300
6607;Sancoins;18600
6608;Santranges;18240
6609;Saugy;18290
6610;Saulzais-le-Potier;18360
6611;Savigny-en-Sancerre;18240
6612;Savigny-en-Septaine;18390
6613;Senneçay;18340
6614;Sens-Beaujeu;18300
6615;Serruelles;18190
6616;Sévry;18140
6617;Sidiailles;18270
6618;Soulangis;18220
6619;Soye-en-Septaine;18340
6620;Le Subdray;18570
6621;Subligny;18260
6622;Sury-près-Léré;18240
6623;Sury-en-Vaux;18300
6624;Sury-ès-Bois;18260
6625;Tendron;18350
6626;Thaumiers;18210
6627;Thauvenay;18300
6628;Thénioux;18100
6629;Thou;18260
6630;Torteron;18320
6631;Touchay;18160
6632;Trouy;18570
6633;Uzay-le-Venon;18190
6634;Vailly-sur-Sauldre;18260
6635;Vallenay;18190
6636;Vasselay;18110
6637;Veaugues;18300
6638;Venesmes;18190
6639;Verdigny;18300
6640;Vereaux;18600
6641;Vernais;18210
6642;Verneuil;18210
6643;Vesdun;18360
6644;Vierzon;18100
6645;Vignoux-sous-les-Aix;18110
6646;Vignoux-sur-Barangeon;18500
6647;Villabon;18800
6648;Villecelin;18160
6649;Villegenon;18260
6650;Villeneuve-sur-Cher;18400
6651;Villequiers;18800
6652;Vinon;18300
6653;Vorly;18340
6654;Vornay;18130
6655;Vouzeron;18330
6656;Affieux;19260
6657;Aix;19200
6658;Albignac;19190
6659;Albussac;19380
6660;Allassac;19240
6661;Alleyrat;19200
6662;Altillac;19120
6663;Ambrugeat;19250
6664;Les Angles-sur-Corrèze;19000
6665;Argentat;19400
6666;Arnac-Pompadour;19230
6667;Astaillac;19120
6668;Aubazines;19190
6669;Auriac;19220
6670;Ayen;19310
6671;Bar;19800
6672;Bassignac-le-Bas;19430
6673;Bassignac-le-Haut;19220
6674;Beaulieu-sur-Dordogne;19120
6675;Beaumont;19390
6676;Bellechassagne;19290
6677;Benayes;19510
6678;Beynat;19190
6679;Beyssac;19230
6680;Beyssenac;19230
6681;Bilhac;19120
6682;Bonnefond;19170
6683;Bort-les-Orgues;19110
6684;Branceilles;19500
6685;Brignac-la-Plaine;19310
6686;Brive-la-Gaillarde;19100
6687;Brivezac;19120
6688;Bugeat;19170
6689;Camps-Saint-Mathurin-Léobazel;19430
6690;Chabrignac;19350
6691;Chamberet;19370
6692;Chamboulive;19450
6693;Chameyrat;19330
6694;Champagnac-la-Noaille;19320
6695;Champagnac-la-Prune;19320
6696;Chanac-les-Mines;19150
6697;Chanteix;19330
6698;La Chapelle-aux-Brocs;19360
6699;La Chapelle-aux-Saints;19120
6700;La Chapelle-Saint-Géraud;19430
6701;Chapelle-Spinasse;19300
6702;Chartrier-Ferrière;19600
6703;Le Chastang;19190
6704;Chasteaux;19600
6705;Chauffour-sur-Vell;19500
6706;Chaumeil;19390
6707;Chavanac;19290
6708;Chaveroche;19200
6709;Chenailler-Mascheix;19120
6710;Chirac-Bellevue;19160
6711;Clergoux;19320
6712;Collonges-la-Rouge;19500
6713;Combressol;19250
6714;Concèze;19350
6715;Condat-sur-Ganaveix;19140
6716;Cornil;19150
6717;Corrèze;19800
6718;Cosnac;19360
6719;Couffy-sur-Sarsonne;19340
6720;Courteix;19340
6721;Cublac;19520
6722;Curemonte;19500
6723;Dampniat;19360
6724;Darazac;19220
6725;Darnets;19300
6726;Davignac;19250
6727;Donzenac;19270
6728;Égletons;19300
6729;L'Église-aux-Bois;19170
6730;Espagnac;19150
6731;Espartignac;19140
6732;Estivals;19600
6733;Estivaux;19410
6734;Eyburie;19140
6735;Eygurande;19340
6736;Eyrein;19800
6737;Favars;19330
6738;Feyt;19340
6739;Forgès;19380
6740;Gimel-les-Cascades;19800
6741;Goulles;19430
6742;Gourdon-Murat;19170
6743;Grandsaigne;19300
6744;Gros-Chastang;19320
6745;Gumond;19320
6746;Hautefage;19400
6747;Le Jardin;19300
6748;Jugeals-Nazareth;19500
6749;Juillac;19350
6750;Lacelle;19170
6751;Ladignac-sur-Rondelles;19150
6752;Lafage-sur-Sombre;19320
6753;Lagarde-Enval;19150
6754;Lagleygeolle;19500
6755;Lagraulière;19700
6756;Laguenne;19150
6757;Lamazière-Basse;19160
6758;Lamazière-Haute;19340
6759;Lamongerie;19510
6760;Lanteuil;19190
6761;Lapleau;19550
6762;Larche;19600
6763;Laroche-près-Feyt;19340
6764;Lascaux;19130
6765;Latronche;19160
6766;Laval-sur-Luzège;19550
6767;Lestards;19170
6768;Liginiac;19160
6769;Lignareix;19200
6770;Ligneyrac;19500
6771;Liourdres;19120
6772;Lissac-sur-Couze;19600
6773;Le Lonzac;19470
6774;Lostanges;19500
6775;Louignac;19310
6776;Lubersac;19210
6777;Madranges;19470
6778;Malemort-sur-Corrèze;19360
6779;Mansac;19520
6780;Marcillac-la-Croisille;19320
6781;Marcillac-la-Croze;19500
6782;Marc-la-Tour;19150
6783;Margerides;19200
6784;Masseret;19510
6785;Maussac;19250
6786;Meilhards;19510
6787;Ménoire;19190
6788;Mercoeur;19430
6789;Merlines;19340
6790;Mestes;19200
6791;Meymac;19250
6792;Meyrignac-l'Église;19800
6793;Meyssac;19500
6794;Millevaches;19290
6795;Monceaux-sur-Dordogne;19400
6796;Monestier-Merlines;19340
6797;Monestier-Port-Dieu;19110
6798;Montaignac-Saint-Hippolyte;19300
6799;Montgibaud;19210
6800;Moustier-Ventadour;19300
6801;Naves;19460
6802;Nespouls;19600
6803;Neuvic;19160
6804;Neuville;19380
6805;Noailhac;19500
6806;Noailles;19600
6807;Nonards;19120
6808;Objat;19130
6809;Orgnac-sur-Vézère;19410
6810;Orliac-de-Bar;19390
6811;Palazinges;19190
6812;Palisse;19160
6813;Pandrignes;19150
6814;Péret-Bel-Air;19300
6815;Pérols-sur-Vézère;19170
6816;Perpezac-le-Blanc;19310
6817;Perpezac-le-Noir;19410
6818;Le Pescher;19190
6819;Peyrelevade;19290
6820;Peyrissac;19260
6821;Pierrefitte;19450
6822;Confolent-Port-Dieu;19200
6823;Pradines;19170
6824;Puy-d'Arnac;19120
6825;Queyssac-les-Vignes;19120
6826;Reygade;19430
6827;Rilhac-Treignac;19260
6828;Rilhac-Xaintrie;19220
6829;La Roche-Canillac;19320
6830;Roche-le-Peyroux;19160
6831;Rosiers-d'Égletons;19300
6832;Rosiers-de-Juillac;19350
6833;Sadroc;19270
6834;Saillac;19500
6835;Saint-Angel;19200
6836;Saint-Augustin;19390
6837;Saint-Aulaire;19130
6838;Saint-Bazile-de-la-Roche;19320
6839;Saint-Bazile-de-Meyssac;19500
6840;Saint-Bonnet-Avalouze;19150
6841;Saint-Bonnet-Elvert;19380
6842;Saint-Bonnet-la-Rivière;19130
6843;Saint-Bonnet-l'Enfantier;19410
6844;Saint-Bonnet-les-Tours-de-Merle;19430
6845;Saint-Bonnet-près-Bort;19200
6846;Saint-Cernin-de-Larche;19600
6847;Saint-Chamant;19380
6848;Saint-Cirgues-la-Loutre;19220
6849;Saint-Clément;19700
6850;Saint-Cyprien;19130
6851;Saint-Cyr-la-Roche;19130
6852;Saint-Éloy-les-Tuileries;19210
6853;Saint-Étienne-aux-Clos;19200
6854;Saint-Étienne-la-Geneste;19160
6855;Saint-Exupéry-les-Roches;19200
6856;Sainte-Féréole;19270
6857;Sainte-Fortunade;19490
6858;Saint-Fréjoux;19200
6859;Saint-Geniez-ô-Merle;19220
6860;Saint-Germain-Lavolps;19290
6861;Saint-Germain-les-Vergnes;19330
6862;Saint-Hilaire-Foissac;19550
6863;Saint-Hilaire-les-Courbes;19170
6864;Saint-Hilaire-Luc;19160
6865;Saint-Hilaire-Peyroux;19560
6866;Saint-Hilaire-Taurieux;19400
6867;Saint-Jal;19700
6868;Saint-Julien-aux-Bois;19220
6869;Saint-Julien-le-Pèlerin;19430
6870;Saint-Julien-le-Vendômois;19210
6871;Saint-Julien-Maumont;19500
6872;Saint-Julien-près-Bort;19110
6873;Sainte-Marie-Lapanouze;19160
6874;Saint-Martial-de-Gimel;19150
6875;Saint-Martial-Entraygues;19400
6876;Saint-Martin-la-Méanne;19320
6877;Saint-Martin-Sepert;19210
6878;Saint-Merd-de-Lapleau;19320
6879;Saint-Merd-les-Oussines;19170
6880;Saint-Mexant;19330
6881;Saint-Pantaléon-de-Lapleau;19160
6882;Saint-Pantaléon-de-Larche;19600
6883;Saint-Pardoux-Corbier;19210
6884;Saint-Pardoux-la-Croisille;19320
6885;Saint-Pardoux-le-Neuf;19200
6886;Saint-Pardoux-le-Vieux;19200
6887;Saint-Pardoux-l'Ortigier;19270
6888;Saint-Paul;19150
6889;Saint-Priest-de-Gimel;19800
6890;Saint-Privat;19220
6891;Saint-Rémy;19290
6892;Saint-Robert;19310
6893;Saint-Salvadour;19700
6894;Saint-Setiers;19290
6895;Saint-Solve;19130
6896;Saint-Sornin-Lavolps;19230
6897;Saint-Sulpice-les-Bois;19250
6898;Saint-Sylvain;19380
6899;Saint-Viance;19240
6900;Saint-Victour;19200
6901;Saint-Ybard;19140
6902;Saint-Yrieix-le-Déjalat;19300
6903;Salon-la-Tour;19510
6904;Sarran;19800
6905;Sarroux;19110
6906;Segonzac;19310
6907;Ségur-le-Château;19230
6908;Seilhac;19700
6909;Sérandon;19160
6910;Sérilhac;19190
6911;Servières-le-Château;19220
6912;Sexcles;19430
6913;Sioniac;19120
6914;Sornac;19290
6915;Soudaine-Lavinadière;19370
6916;Soudeilles;19300
6917;Soursac;19550
6918;Tarnac;19170
6919;Thalamy;19200
6920;Toy-Viam;19170
6921;Treignac;19260
6922;Troche;19230
6923;Tudeils;19120
6924;Tulle;19000
6925;Turenne;19500
6926;Ussac;19270
6927;Ussel;19200
6928;Uzerche;19140
6929;Valiergues;19200
6930;Varetz;19240
6931;Vars-sur-Roseix;19130
6932;Végennes;19120
6933;Veix;19260
6934;Venarsal;19360
6935;Veyrières;19200
6936;Viam;19170
6937;Vigeois;19410
6938;Vignols;19130
6939;Vitrac-sur-Montane;19800
6940;Voutezac;19130
6941;Yssandon;19310
6942;Agencourt;21700
6943;Agey;21410
6944;Ahuy;21121
6945;Aignay-le-Duc;21510
6946;Aiserey;21110
6947;Aisey-sur-Seine;21400
6948;Aisy-sous-Thil;21390
6949;Alise-Sainte-Reine;21150
6950;Allerey;21230
6951;Aloxe-Corton;21420
6952;Ampilly-les-Bordes;21450
6953;Ampilly-le-Sec;21400
6954;Ancey;21410
6955;Antheuil;21360
6956;Antigny-la-Ville;21230
6957;Arceau;21310
6958;Arcenant;21700
6959;Arcey;21410
6960;Arconcey;21320
6961;Arc-sur-Tille;21560
6962;Argilly;21700
6963;Arnay-le-Duc;21230
6964;Arnay-sous-Vitteaux;21350
6965;Arrans;21500
6966;Asnières-en-Montagne;21500
6967;Asnières-lès-Dijon;21380
6968;Athée;21130
6969;Athie;21500
6970;Aubaine;21360
6971;Aubigny-en-Plaine;21170
6972;Aubigny-la-Ronce;21340
6973;Aubigny-lès-Sombernon;21540
6974;Autricourt;21570
6975;Auvillars-sur-Saône;21250
6976;Auxant;21360
6977;Auxey-Duresses;21190
6978;Auxonne;21130
6979;Avelanges;21120
6980;Avosnes;21350
6981;Avot;21580
6982;Bagnot;21700
6983;Baigneux-les-Juifs;21450
6984;Balot;21330
6985;Barbirey-sur-Ouche;21410
6986;Bard-le-Régulier;21430
6987;Bard-lès-Époisses;21460
6988;Barges;21910
6989;Barjon;21580
6990;Baubigny;21340
6991;Baulme-la-Roche;21410
6992;Beaulieu;21510
6993;Beaumont-sur-Vingeanne;21310
6994;Beaune;21200
6995;Beaunotte;21510
6996;Beire-le-Châtel;21310
6997;Beire-le-Fort;21110
6998;Belan-sur-Ource;21570
6999;Bellefond;21490
7000;Belleneuve;21310
7001;Bellenod-sur-Seine;21510
7002;Bellenot-sous-Pouilly;21320
7003;Beneuvre;21290
7004;Benoisey;21500
7005;Bessey-en-Chaume;21360
7006;Bessey-la-Cour;21360
7007;Bessey-lès-Cîteaux;21110
7008;Beurey-Bauguay;21320
7009;Beurizot;21350
7010;Bévy;21220
7011;Bèze;21310
7012;Bézouotte;21310
7013;Bierre-lès-Semur;21390
7014;Billey;21130
7015;Billy-lès-Chanceaux;21450
7016;Binges;21270
7017;Bissey-la-Côte;21520
7018;Bissey-la-Pierre;21330
7019;Blagny-sur-Vingeanne;21310
7020;Blaisy-Bas;21540
7021;Blaisy-Haut;21540
7022;Blancey;21320
7023;Blanot;21430
7024;Source-Seine;21690
7025;Bligny-le-Sec;21440
7026;Bligny-lès-Beaune;21200
7027;Bligny-sur-Ouche;21360
7028;Boncourt-le-Bois;21700
7029;Bonnencontre;21250
7030;Boudreville;21520
7031;Bouhey;21360
7032;Bouilland;21420
7033;Bouix;21330
7034;Bourberain;21610
7035;Bousselange;21250
7036;Boussenois;21260
7037;Boussey;21350
7038;Boux-sous-Salmaise;21690
7039;Bouze-lès-Beaune;21200
7040;Brain;21350
7041;Braux;21390
7042;Brazey-en-Morvan;21430
7043;Brazey-en-Plaine;21470
7044;Brémur-et-Vaurois;21400
7045;Bressey-sur-Tille;21560
7046;Bretenière;21110
7047;Bretigny;21490
7048;Brianny;21390
7049;Brion-sur-Ource;21570
7050;Brochon;21220
7051;Brognon;21490
7052;Broin;21250
7053;Broindon;21220
7054;Buffon;21500
7055;Buncey;21400
7056;Bure-les-Templiers;21290
7057;Busseaut;21510
7058;Busserotte-et-Montenaille;21580
7059;Bussières;21580
7060;La Bussière-sur-Ouche;21360
7061;Bussy-la-Pesle;21540
7062;Bussy-le-Grand;21150
7063;Buxerolles;21290
7064;Censerey;21430
7065;Cérilly;21330
7066;Cessey-sur-Tille;21110
7067;Chaignay;21120
7068;Chailly-sur-Armançon;21320
7069;Chambain;21290
7070;Chambeire;21110
7071;Chamblanc;21250
7072;Chamboeuf;21220
7073;Chambolle-Musigny;21220
7074;Chamesson;21400
7075;Champagne-sur-Vingeanne;21310
7076;Champagny;21440
7077;Champ-d'Oiseau;21500
7078;Champdôtre;21130
7079;Champeau-en-Morvan;21210
7080;Champignolles;21230
7081;Champrenault;21690
7082;Chanceaux;21440
7083;Channay;21330
7084;Charencey;21690
7085;Charigny;21140
7086;Charmes;21310
7087;Charny;21350
7088;Charrey-sur-Saône;21170
7089;Charrey-sur-Seine;21400
7090;Chassagne-Montrachet;21190
7091;Chassey;21150
7092;Châteauneuf;21320
7093;Châtellenot;21320
7094;Châtillon-sur-Seine;21400
7095;Chaudenay-la-Ville;21360
7096;Chaudenay-le-Château;21360
7097;Chaugey;21290
7098;Chaume-et-Courchamp;21610
7099;La Chaume;21520
7100;Chaume-lès-Baigneux;21450
7101;Chaumont-le-Bois;21400
7102;Chaux;21700
7103;Chazeuil;21260
7104;Chazilly;21320
7105;Chemin-d'Aisey;21400
7106;Chenôve;21300
7107;Cheuge;21310
7108;Chevannay;21540
7109;Chevannes;21220
7110;Chevigny-en-Valière;21200
7111;Chevigny-Saint-Sauveur;21800
7112;Chivres;21820
7113;Chorey-les-Beaune;21200
7114;Cirey-lès-Pontailler;21270
7115;Civry-en-Montagne;21320
7116;Clamerey;21390
7117;Clémencey;21220
7118;Clénay;21490
7119;Cléry;21270
7120;Clomot;21230
7121;Collonges-lès-Bévy;21220
7122;Collonges-lès-Premières;21110
7123;Colombier;21360
7124;Combertault;21200
7125;Comblanchien;21700
7126;Commarin;21320
7127;Corberon;21250
7128;Corcelles-les-Arts;21190
7129;Corcelles-lès-Cîteaux;21910
7130;Corcelles-les-Monts;21160
7131;Corgengoux;21250
7132;Corgoloin;21700
7133;Cormot-le-Grand;21340
7134;Corpeau;21190
7135;Corpoyer-la-Chapelle;21150
7136;Corrombles;21460
7137;Corsaint;21460
7138;Couchey;21160
7139;Coulmier-le-Sec;21400
7140;Courban;21520
7141;Courcelles-Frémoy;21460
7142;Courcelles-lès-Montbard;21500
7143;Courcelles-lès-Semur;21140
7144;Courlon;21580
7145;Courtivron;21120
7146;Couternon;21560
7147;Créancey;21320
7148;Crécey-sur-Tille;21120
7149;Crépand;21500
7150;Crimolois;21800
7151;Crugey;21360
7152;Cuiserey;21310
7153;Culètre;21230
7154;Curley;21220
7155;Curtil-Saint-Seine;21380
7156;Curtil-Vergy;21220
7157;Cussey-les-Forges;21580
7158;Cussy-la-Colonne;21360
7159;Cussy-le-Châtel;21230
7160;Daix;21121
7161;Dampierre-en-Montagne;21350
7162;Dampierre-et-Flée;21310
7163;Darcey;21150
7164;Darois;21121
7165;Détain-et-Bruant;21220
7166;Diancey;21430
7167;Diénay;21120
7168;Dijon;21000
7169;Dompierre-en-Morvan;21390
7170;Drambon;21270
7171;Drée;21540
7172;Duesme;21510
7173;Ébaty;21190
7174;Échalot;21510
7175;Échannay;21540
7176;Échenon;21170
7177;Échevannes;21120
7178;Échevronne;21420
7179;Échigey;21110
7180;Écutigny;21360
7181;Éguilly;21320
7182;Épagny;21380
7183;Épernay-sous-Gevrey;21220
7184;Époisses;21460
7185;Éringes;21500
7186;Esbarres;21170
7187;Essarois;21290
7188;Essey;21320
7189;Étais;21500
7190;Étalante;21510
7191;L'Étang-Vergy;21220
7192;Étaules;21121
7193;Étevaux;21270
7194;Étormay;21450
7195;Étrochey;21400
7196;Fain-lès-Montbard;21500
7197;Fain-lès-Moutiers;21500
7198;Fauverney;21110
7199;Faverolles-lès-Lucey;21290
7200;Fénay;21600
7201;Le Fête;21230
7202;Fixin;21220
7203;Flacey;21490
7204;Flagey-Echézeaux;21640
7205;Flagey-lès-Auxonne;21130
7206;Flammerans;21130
7207;Flavignerot;21160
7208;Flavigny-sur-Ozerain;21150
7209;Flée;21140
7210;Fleurey-sur-Ouche;21410
7211;Foissy;21230
7212;Foncegrive;21260
7213;Fontaines-en-Duesmois;21450
7214;Fontaine-Française;21610
7215;Fontaine-lès-Dijon;21121
7216;Fontaines-les-Sèches;21330
7217;Fontangy;21390
7218;Fontenelle;21610
7219;Forléans;21460
7220;Fraignot-et-Vesvrotte;21580
7221;Francheville;21440
7222;Franxault;21170
7223;Frénois;21120
7224;Fresnes;21500
7225;Frôlois;21150
7226;Fussey;21700
7227;Gemeaux;21120
7228;Genay;21140
7229;Genlis;21110
7230;Gergueil;21410
7231;Gerland;21700
7232;Gevrey-Chambertin;21220
7233;Gevrolles;21520
7234;Gilly-lès-Cîteaux;21640
7235;Gissey-le-Vieil;21350
7236;Gissey-sous-Flavigny;21150
7237;Gissey-sur-Ouche;21410
7238;Glanon;21250
7239;Gomméville;21400
7240;Les Goulles;21520
7241;Grancey-le-Château-Neuvelle;21580
7242;Grancey-sur-Ource;21570
7243;Grenant-lès-Sombernon;21540
7244;Grésigny-Sainte-Reine;21150
7245;Grignon;21150
7246;Griselles;21330
7247;Grosbois-en-Montagne;21540
7248;Grosbois-lès-Tichey;21250
7249;Gurgy-la-Ville;21290
7250;Gurgy-le-Château;21290
7251;Hauteroche;21150
7252;Hauteville-lès-Dijon;21121
7253;Heuilley-sur-Saône;21270
7254;Is-sur-Tille;21120
7255;Ivry-en-Montagne;21340
7256;Izeure;21110
7257;Izier;21110
7258;Jailly-les-Moulins;21150
7259;Jallanges;21250
7260;Jancigny;21310
7261;Jeux-lès-Bard;21460
7262;Jouey;21230
7263;Jours-lès-Baigneux;21450
7264;Jours-en-Vaux;21340
7265;Juillenay;21210
7266;Juilly;21140
7267;Labergement-Foigney;21110
7268;Labergement-lès-Auxonne;21130
7269;Labergement-lès-Seurre;21820
7270;Labruyère;21250
7271;Lacanche;21230
7272;Lacour-d'Arcenay;21210
7273;Laignes;21330
7274;Lamarche-sur-Saône;21760
7275;Lamargelle;21440
7276;Lantenay;21370
7277;Lanthes;21250
7278;Lantilly;21140
7279;Laperrière-sur-Saône;21170
7280;Larrey;21330
7281;Lechâtelet;21250
7282;Léry;21440
7283;Leuglay;21290
7284;Levernois;21200
7285;Licey-sur-Vingeanne;21610
7286;Liernais;21430
7287;Lignerolles;21520
7288;Longchamp;21110
7289;Longeault;21110
7290;Longecourt-en-Plaine;21110
7291;Longecourt-lès-Culêtre;21230
7292;Longvic;21600
7293;Losne;21170
7294;Louesme;21520
7295;Lucenay-le-Duc;21150
7296;Lucey;21290
7297;Lusigny-sur-Ouche;21360
7298;Lux;21120
7299;Maconge;21320
7300;Magnien;21230
7301;Magny-Lambert;21450
7302;Magny-la-Ville;21140
7303;Magny-lès-Aubigny;21170
7304;Magny-Montarlot;21130
7305;Magny-lès-Villers;21700
7306;Magny-Saint-Médard;21310
7307;Magny-sur-Tille;21110
7308;Les Maillys;21130
7309;Maisey-le-Duc;21400
7310;Mâlain;21410
7311;Maligny;21230
7312;Manlay;21430
7313;Marandeuil;21270
7314;Marcellois;21350
7315;Marcenay;21330
7316;Marcheseuil;21430
7317;Marcigny-sous-Thil;21390
7318;Marcilly-et-Dracy;21350
7319;Marcilly-Ogny;21320
7320;Marcilly-sur-Tille;21120
7321;Marey-lès-Fussey;21700
7322;Marey-sur-Tille;21120
7323;Marigny-le-Cahouët;21150
7324;Marigny-lès-Reullée;21200
7325;Marliens;21110
7326;Marmagne;21500
7327;Marsannay-la-Côte;21160
7328;Marsannay-le-Bois;21380
7329;Martrois;21320
7330;Massingy;21400
7331;Massingy-lès-Semur;21140
7332;Massingy-lès-Vitteaux;21350
7333;Mauvilly;21510
7334;Mavilly-Mandelot;21190
7335;Maxilly-sur-Saône;21270
7336;Meilly-sur-Rouvres;21320
7337;Le Meix;21580
7338;Meloisey;21190
7339;Menesble;21290
7340;Ménessaire;21430
7341;Ménétreux-le-Pitois;21150
7342;Merceuil;21190
7343;Mesmont;21540
7344;Messanges;21220
7345;Messigny-et-Vantoux;21380
7346;Meuilley;21700
7347;Meulson;21510
7348;Meursanges;21200
7349;Meursault;21190
7350;Millery;21140
7351;Mimeure;21230
7352;Minot;21510
7353;Mirebeau-sur-Bèze;21310
7354;Missery;21210
7355;Moitron;21510
7356;Molesme;21330
7357;Molinot;21340
7358;Moloy;21120
7359;Molphey;21210
7360;Montagny-lès-Beaune;21200
7361;Montagny-lès-Seurre;21250
7362;Montbard;21500
7363;Montberthault;21460
7364;Montceau-et-Écharnant;21360
7365;Monthelie;21190
7366;Montigny-Montfort;21500
7367;Montigny-Saint-Barthélemy;21390
7368;Montigny-sur-Armançon;21140
7369;Montigny-sur-Aube;21520
7370;Montigny-Mornay-Villeneuve-sur-Vingeanne;21610
7371;Montlay-en-Auxois;21210
7372;Montliot-et-Courcelles;21400
7373;Montmain;21250
7374;Montmançon;21270
7375;Montmoyen;21290
7376;Montoillot;21540
7377;Montot;21170
7378;Mont-Saint-Jean;21320
7379;Morey-Saint-Denis;21220
7380;Mosson;21400
7381;La Motte-Ternant;21210
7382;Moutiers-Saint-Jean;21500
7383;Musigny;21230
7384;Mussy-la-Fosse;21150
7385;Nan-sous-Thil;21390
7386;Nantoux;21190
7387;Nesle-et-Massoult;21330
7388;Neuilly-lès-Dijon;21800
7389;Nicey;21330
7390;Nod-sur-Seine;21400
7391;Nogent-lès-Montbard;21500
7392;Noidan;21390
7393;Noiron-sous-Gevrey;21910
7394;Noiron-sur-Bèze;21310
7395;Noiron-sur-Seine;21400
7396;Nolay;21340
7397;Norges-la-Ville;21490
7398;Normier;21390
7399;Nuits-Saint-Georges;21700
7400;Obtrée;21400
7401;Oigny;21450
7402;Oisilly;21310
7403;Orain;21610
7404;Orgeux;21490
7405;Origny;21510
7406;Orret;21450
7407;Orville;21260
7408;Ouges;21600
7409;Pagny-la-Ville;21250
7410;Pagny-le-Château;21250
7411;Painblanc;21360
7412;Panges;21540
7413;Pasques;21370
7414;Pellerey;21440
7415;Pernand-Vergelesses;21420
7416;Perrigny-lès-Dijon;21160
7417;Perrigny-sur-l'Ognon;21270
7418;Pichanges;21120
7419;Planay;21500
7420;Plombières-lès-Dijon;21370
7421;Pluvault;21110
7422;Pluvet;21110
7423;Poinçon-lès-Larrey;21330
7424;Poiseul-la-Grange;21440
7425;Poiseul-la-Ville-et-Laperrière;21450
7426;Poiseul-lès-Saulx;21120
7427;Pommard;21630
7428;Poncey-lès-Athée;21130
7429;Poncey-sur-l'Ignon;21440
7430;Pont;21130
7431;Pontailler-sur-Saône;21270
7432;Pont-et-Massène;21140
7433;Posanges;21350
7434;Pothières;21400
7435;Pouillenay;21150
7436;Pouilly-en-Auxois;21320
7437;Pouilly-sur-Saône;21250
7438;Pouilly-sur-Vingeanne;21610
7439;Prâlon;21410
7440;Précy-sous-Thil;21390
7441;Premeaux-Prissey;21700
7442;Premières;21110
7443;Prenois;21370
7444;Prusly-sur-Ource;21400
7445;Puits;21400
7446;Puligny-Montrachet;21190
7447;Quemigny-Poisot;21220
7448;Quemigny-sur-Seine;21510
7449;Quetigny;21800
7450;Quincerot;21500
7451;Quincey;21700
7452;Quincy-le-Vicomte;21500
7453;Recey-sur-Ource;21290
7454;Remilly-en-Montagne;21540
7455;Remilly-sur-Tille;21560
7456;Renève;21310
7457;Reulle-Vergy;21220
7458;Riel-les-Eaux;21570
7459;La Roche-en-Brenil;21530
7460;Rochefort-sur-Brévon;21510
7461;La Rochepot;21340
7462;La Roche-Vanneau;21150
7463;Roilly;21390
7464;Rougemont;21500
7465;Rouvray;21530
7466;Rouvres-en-Plaine;21110
7467;Rouvres-sous-Meilly;21320
7468;Ruffey-lès-Beaune;21200
7469;Ruffey-lès-Echirey;21490
7470;Sacquenay;21260
7471;Saffres;21350
7472;Saint-Andeux;21530
7473;Saint-Anthot;21540
7474;Saint-Apollinaire;21850
7475;Saint-Aubin;21190
7476;Saint-Bernard;21700
7477;Saint-Broing-les-Moines;21290
7478;Sainte-Colombe;21350
7479;Sainte-Colombe-sur-Seine;21400
7480;Saint-Didier;21210
7481;Saint-Euphrône;21140
7482;Saint-Germain-de-Modéon;21530
7483;Saint-Germain-le-Rocheux;21510
7484;Saint-Germain-lès-Senailly;21500
7485;Saint-Hélier;21690
7486;Saint-Jean-de-Boeuf;21410
7487;Saint-Jean-de-Losne;21170
7488;Saint-Julien;21490
7489;Saint-Léger-Triey;21270
7490;Saint-Marc-sur-Seine;21450
7491;Sainte-Marie-la-Blanche;21200
7492;Sainte-Marie-sur-Ouche;21410
7493;Saint-Martin-de-la-Mer;21210
7494;Saint-Martin-du-Mont;21440
7495;Saint-Maurice-sur-Vingeanne;21610
7496;Saint-Mesmin;21540
7497;Saint-Nicolas-lès-Cîteaux;21700
7498;Saint-Philibert;21220
7499;Saint-Pierre-en-Vaux;21230
7500;Saint-Prix-lès-Arnay;21230
7501;Saint-Rémy;21500
7502;Saint-Romain;21190
7503;Sainte-Sabine;21320
7504;Saint-Sauveur;21270
7505;Saint-Seine-en-Bâche;21130
7506;Saint-Seine-l'Abbaye;21440
7507;Saint-Seine-sur-Vingeanne;21610
7508;Saint-Symphorien-sur-Saône;21170
7509;Saint-Thibault;21350
7510;Saint-Usage;21170
7511;Saint-Victor-sur-Ouche;21410
7512;Salives;21580
7513;Salmaise;21690
7514;Samerey;21170
7515;Santenay;21590
7516;Santosse;21340
7517;Saulieu;21210
7518;Saulon-la-Chapelle;21910
7519;Saulon-la-Rue;21910
7520;Saulx-le-Duc;21120
7521;Saussey;21360
7522;Saussy;21380
7523;Savigny-lès-Beaune;21420
7524;Savigny-le-Sec;21380
7525;Savigny-sous-Mâlain;21540
7526;Savilly;21430
7527;Savoisy;21500
7528;Savolles;21310
7529;Savouges;21910
7530;Segrois;21220
