id_vile;ville;code_postal
6743;CHALO ST MARS;91780
6744;LE COUDRAY MONTCEAUX;91830
6745;COURDIMANCHE SUR ESSONNE;91720
6746;EPINAY SOUS SENART;91860
6747;ESTOUCHES;91660
6748;EVRY;91000
6749;FONTENAY LE VICOMTE;91540
6750;GOMETZ LE CHATEL;91940
6751;JUVISY SUR ORGE;91260
6752;LEUDEVILLE;91630
6753;LEUVILLE SUR ORGE;91310
6754;MAISSE;91720
6755;MASSY;91300
6756;MONDEVILLE;91590
6757;LA NORVILLE;91290
6758;ORSAY;91400
6759;ST AUBIN;91190
6760;ST CYR LA RIVIERE;91690
6761;ST CYR SOUS DOURDAN;91410
6762;SOISY SUR SEINE;91450
6763;VERRIERES LE BUISSON;91370
6764;VILLEBON SUR YVETTE;91140
6765;LA VILLE DU BOIS;91620
6766;VILLENEUVE SUR AUVERS;91580
6767;LE PLESSIS ROBINSON;92350
6768;AUBERVILLIERS;93300
6769;BAGNOLET;93170
6770;BONDY;93140
6771;DUGNY;93440
6772;EPINAY SUR SEINE;93800
6773;GOURNAY SUR MARNE;93460
6774;L ILE ST DENIS;93450
6775;MONTREUIL;93100
6776;PANTIN;93500
6777;ST DENIS;93200
6778;ST DENIS;93210
6779;TREMBLAY EN FRANCE;93290
6780;VILLEPINTE;93420
6781;CHAMPIGNY SUR MARNE;94500
6782;MANDRES LES ROSES;94520
6783;MAROLLES EN BRIE;94440
6784;ORLY;94310
6785;LE PLESSIS TREVISE;94420
6786;RUNGIS;94150
6787;AMENUCOURT;95510
6788;ARNOUVILLE;95400
6789;AVERNES;95450
6790;BONNEUIL EN FRANCE;95500
6791;BREANCON;95640
6792;CHARMONT;95420
6793;COMMENY;95450
6794;ERMONT;95120
6795;LA FRETTE SUR SEINE;95530
6796;GENICOURT;95650
6797;GRISY LES PLATRES;95810
6798;HARAVILLIERS;95640
6799;HAUTE ISLE;95780
6800;HERBLAY;95220
6801;ST LAURENT LES BAINS;7590
6802;ST MARCEL D ARDECHE;7700
6803;ST MAURICE D IBIE;7170
6804;ST MONTAN;7220
6805;ST PRIEST;7000
6806;ST PRIVAT;7200
6807;ST REMEZE;7700
6808;ST SAUVEUR DE MONTAGUT;7190
6809;ST SYLVESTRE;7440
6810;ST VICTOR;7410
6811;SANILHAC;7110
6812;SCEAUTRES;7400
6813;LE TEIL;7400
6814;UZER;7110
6815;VAGNAS;7150
6816;LES VANS;7140
6817;VERNON;7260
6818;VERNOSC LES ANNONAY;7430
6819;VESSEAUX;7200
6820;VILLENEUVE DE BERG;7170
6821;VILLEVOCANCE;7690
6822;AIRE;8190
6823;ALINCOURT;8310
6824;ANCHAMPS;8500
6825;ATTIGNY;8130
6826;AUBIGNY LES POTHEES;8150
6827;AUBONCOURT VAUZELLES;8270
6828;AUGE;8380
6829;AUTRY;8250
6830;BALAIVES ET BUTZ;8160
6831;BALLAY;8400
6832;BAZEILLES;8140
6833;BEFFU ET LE MORTHOMME;8250
6834;BELLEVILLE ET CHATILLON SUR BAR;8240
6835;BOURCQ;8400
6836;BRIENNE SUR AISNE;8190
6837;BULSON;8450
6838;CARIGNAN;8110
6839;CHAGNY;8430
6840;CHAMPLIN;8260
6841;CHAPPES;8220
6842;CHATEAU PORCIEN;8360
6843;LE CHATELET SUR SORMONNE;8150
6844;CHEMERY CHEHERY;8450
6845;CHEVEUGES;8350
6846;CLIRON;8090
6847;DOMMERY;8460
6848;DONCHERY;8350
6849;DOUX;8300
6850;DOUZY;8140
6851;ECORDAL;8130
6852;ESCOMBRES ET LE CHESNOIS;8110
6853;EUILLY ET LOMBUT;8210
6854;FEPIN;8170
6855;FLIGNY;8380
6856;FLOING;8200
6857;FOSSE;8240
6858;GIVONNE;8200
6859;GIVRY;8130
6860;GRUYERES;8430
6861;HAM SUR MEUSE;8600
6862;HARCY;8150
6863;HAUDRECY;8090
6864;LA HORGNE;8430
6865;HOUDILCOURT;8190
6866;ILLY;8200
6867;INAUMONT;8300
6868;JOIGNY SUR MEUSE;8700
6869;LAIFOUR;8800
6870;LANCON;8250
6871;LANDRES ET ST GEORGES;8240
6872;LEPRON LES VALLEES;8150
6873;MARGNY;8370
6874;MARGUT;8370
6875;MARQUIGNY;8390
6876;LES MAZURES;8500
6877;MESMONT;8270
6878;MOIRY;8370
6879;MONTGON;8390
6880;MONTHERME;8800
6881;MONTHOIS;8400
6882;MONTIGNY SUR MEUSE;8170
6883;MONT ST MARTIN;8400
6884;MOUZON;8210
6885;MURTIN ET BOGNY;8150
6886;NEUVILLE LES THIS;8090
6887;NEUVIZY;8430
6888;NOVION PORCIEN;8270
6889;OLIZY PRIMAT;8250
6890;PREZ;8290
6891;PRIX LES MEZIERES;8000
6892;RANCENNES;8600
6893;RAUCOURT ET FLABA;8450
6894;REMILLY AILLICOURT;8450
6895;RETHEL;8300
6896;RETHEL;8300
6897;ROCROI;8230
6898;RUBIGNY;8220
6899;LA SABOTTERIE;8130
6900;ST CLEMENT A ARNES;8310
6901;AIGUILLES;5470
6902;ASPRES LES CORPS;5800
6903;BARRET SUR MEOUGE;5300
6904;LA BATIE MONTSALEON;5700
6905;LA BATIE VIEILLE;5000
6906;CHAMPOLEON;5260
6907;EMBRUN;5200
6908;ETOILE ST CYRICE;5700
6909;EYGLIERS;5600
6910;GARDE COLOMBE;5300
6911;GUILLESTRE;5600
6912;JARJAYES;5130
6913;LAYE;5500
6914;LAZER;5300
6915;LETTRET;5130
6916;LE MONETIER LES BAINS;5220
6917;MONTCLUS;5700
6918;MONTJAY;5150
6919;MONTMORIN;5150
6920;ORPIERRE;5700
6921;PELVOUX;5340
6922;PUY ST ANDRE;5100
6923;RABOU;5400
6924;VAL BUECH MEOUGE;5300
6925;RISOUL;5600
6926;ROCHEBRUNE;5190
6927;ST ANDRE D EMBRUN;5200
6928;ST AUBAN D OZE;5400
6929;STE COLOMBE;5700
6930;ST CREPIN;5600
6931;LE DEVOLUY;5250
6932;ST JEAN ST NICOLAS;5260
6933;ST MARTIN DE QUEYRIERES;5120
6934;ST PIERRE D ARGENCON;5140
6935;ST PIERRE AVEZ;5300
6936;SALERANS;5300
6937;SAVINES LE LAC;5160
6938;SAVOURNON;5700
6939;TRESCLEOUX;5700
6940;UPAIX;5300
6941;VENTAVON;5300
6942;VITROLLES;5110
6943;ANDON;6750
6944;ANTIBES;6160
6945;ANTIBES;6600
6946;BAIROLS;6420
6947;BEAULIEU SUR MER;6310
6948;LA BOLLENE VESUBIE;6450
6949;BRIANCONNET;6850
6950;CAP D AIL;6320
6951;CHATEAUNEUF VILLEVIEILLE;6390
6952;CHATEAUNEUF D ENTRAUNES;6470
6953;CIPIERES;6620
6954;COLLONGUES;6910
6955;CONTES;6390
6956;FONTAN;6540
6957;GARS;6850
6958;GATTIERES;6510
6959;LA GAUDE;6610
6960;GREOLIERES;6620
6961;MANDELIEU LA NAPOULE;6210
6962;MENTON;6500
6963;MOULINET;6380
6964;LES MUJOULS;6910
6965;PEILLE;6440
6966;PEYMEINADE;6530
6967;PIERLAS;6260
6968;LE ROURET;6650
6969;ST ANDRE DE LA ROCHE;6730
6970;ST AUBAN;6850
6971;ST BLAISE;6670
6972;SALLAGRIFFON;6910
6973;SOSPEL;6380
6974;THIERY;6710
6975;LA TOUR;6420
6976;LA TURBIE;6320
6977;UTELLE;6450
6978;VALBONNE;6560
6979;VALDEROURE;6750
6980;VALLAURIS;6220
6981;TENDE;6430
6982;ALBOUSSIERE;7440
6983;ANDANCE;7340
6984;ARCENS;7310
6985;ARRAS SUR RHONE;7370
6986;AUBIGNAS;7400
6987;BEAUCHASTEL;7800
6988;BERRIAS ET CASTELJAU;7460
6989;BOGY;7340
6990;BOUCIEU LE ROI;7270
6991;CHARNAS;7340
6992;CHASSIERS;7110
6993;COUX;7000
6994;ETABLES;7300
6995;FELINES;7340
6996;GRAVIERES;7140
6997;ISSARLES;7470
6998;LALEVADE D ARDECHE;7380
6999;LANARCE;7660
7000;LARGENTIERE;7110
7001;LUPPE VIOLLES;32110
7002;LUSSAN;32270
7003;MAGNAS;32380
7004;MARGUESTAU;32150
7005;MAUMUSSON LAGUIAN;32400
7006;MIELAN;32170
7007;MIRAMONT LATOUR;32390
7008;MONBRUN;32600
7009;MONCASSIN;32300
7010;MONFORT;32120
7011;MONLEZUN D ARMAGNAC;32240
7012;MONTAUT;32300
7013;MOUCHES;32300
7014;PEYRECAVE;32340
7015;PONSAN SOUBIRAN;32300
7016;PRENERON;32190
7017;PUYSEGUR;32390
7018;RAMOUZENS;32800
7019;ROQUELAURE;32810
7020;STE ANNE;32430
7021;ST ARAILLES;32350
7022;ST BLANCARD;32140
7023;ST CREAC;32380
7024;STE GEMME;32120
7025;ST GERME;32400
7026;ST JEAN LE COMTAL;32550
7027;ST MARTIN;32300
7028;ST MICHEL;32300
7029;SERE;32140
7030;TERMES D ARMAGNAC;32400
7031;THOUX;32430
7032;TOURNAN;32420
7033;TOURRENQUETS;32390
7034;VERLUS;32400
7035;ARBANATS;33640
7036;AURIOLLES;33790
7037;BAIGNEAUX;33760
7038;BALIZAC;33730
7039;BELVES DE CASTILLON;33350
7040;BERTHEZ;33124
7041;BEYCHAC ET CAILLAU;33750
7042;BIGANOS;33380
7043;BIGANOS;33380
7044;BLAIGNAN;33340
7045;BLESIGNAC;33670
7046;BORDEAUX;33100
7047;BORDEAUX;33200
7048;BRACH;33480
7049;BRUGES;33520
7050;CABARA;33420
7051;CADARSAC;33750
7052;CANEJAN;33610
7053;CAPIAN;33550
7054;CAPLONG;33220
7055;CARCANS;33121
7056;CARDAN;33410
7057;CARTELEGUE;33390
7058;CASTETS EN DORTHE;33210
7059;CASTILLON LA BATAILLE;33350
7060;CAZATS;33430
7061;CAZAUGITAT;33790
7062;CESTAS;33610
7063;COIMERES;33210
7064;COUTRAS;33230
7065;COUTURES;33580
7066;CUDOS;33430
7067;ESCOUSSANS;33760
7068;FLOUDES;33190
7069;FOURS;33390
7070;GENSAC;33890
7071;GORNAC;33540
7072;GREZILLAC;33420
7073;GUJAN MESTRAS;33470
7074;LE HAILLAN;33185
7075;HOSTENS;33125
7076;HURE;33190
7077;ILLATS;33720
7078;IZON;33450
7079;LA BREDE;33650
7080;LAGORCE;33230
7081;LAMOTHE LANDERRON;33190
7082;LALANDE DE POMEROL;33500
7083;LANDERROUAT;33790
7084;LANDIRAS;33720
7085;LANSAC;33710
7086;LIGUEUX;33220
7087;LISTRAC MEDOC;33480
7088;LOUPIAC DE LA REOLE;33190
7089;MARCILLAC;33860
7090;MARTILLAC;33650
7091;MASSEILLES;33690
7092;MERIGNAS;33350
7093;MIOS;33380
7094;MONPRIMBLANC;33410
7095;MONSEGUR;33580
7096;MONTAGNE;33570
7097;MONTAGOUDIN;33190
7098;MONTIGNAC;33760
7099;NOAILLAC;33190
7100;PESSAC SUR DORDOGNE;33890
7101;GIZAUCOURT;51800
7102;GLANNES;51300
7103;GRATREUIL;51800
7104;HERMONVILLE;51220
7105;ISLES SUR SUIPPE;51110
7106;LES ISTRES ET BURY;51190
7107;JANVILLIERS;51210
7108;JANVRY;51390
7109;JUVIGNY;51150
7110;LINTHES;51230
7111;LISSE EN CHAMPAGNE;51300
7112;MAGNEUX;51170
7113;MAILLY CHAMPAGNE;51500
7114;MAREUIL LE PORT;51700
7115;MATOUGUES;51510
7116;MAURUPT LE MONTOIS;51340
7117;MERY PREMECY;51390
7118;LES MESNEUX;51370
7119;MOIVRE;51240
7120;MONCETZ L ABBAYE;51290
7121;MONDEMENT MONTGIVROUX;51120
7122;MONTMORT LUCY;51270
7123;MUTIGNY;51160
7124;NESLE LE REPONS;51700
7125;NEUVY;51310
7126;NOGENT L ABBESSE;51420
7127;NOIRLIEU;51330
7128;OEUILLY;51480
7129;OGER;51190
7130;OMEY;51240
7131;OYES;51120
7132;POCANCY;51130
7133;POSSESSE;51330
7134;RECY;51520
7135;LES RIVIERES HENRUEL;51300
7136;ROMAIN;51140
7137;ST EUPHRAISE ET CLAIRIZET;51390
7138;ST GERMAIN LA VILLE;51240
7139;ST GILLES;51170
7140;ST HILAIRE LE PETIT;51490
7141;ST LOUP;51120
7142;ST THIERRY;51220
7143;ST UTIN;51290
7144;SAPIGNICOURT;52100
7145;SAVIGNY SUR ARDRES;51170
7146;SERMAIZE LES BAINS;51250
7147;SERVON MELZICOURT;51800
7148;SOMME BIONNE;51800
7149;SOMME VESLE;51460
7150;SOUDRON;51320
7151;SOULIERES;51130
7152;TOGNY AUX BOEUFS;51240
7153;TOURS SUR MARNE;51150
7154;TRESLON;51140
7155;TROIS FONTAINES L ABBAYE;51340
7156;TROISSY;51700
7157;VANDIERES;51700
7158;VAUCHAMPS;51210
7159;VAUCIENNES;51480
7160;VENTEUIL;51480
7161;VERNANCOURT;51330
7162;VERRIERES;51800
7163;VIENNE LE CHATEAU;51800
7164;LA VILLENEUVE LES CHARLEVILLE;51120
7165;VILLERS LE SEC;51250
7166;VILLERS MARMERY;51380
7167;VILLESENEUX;51130
7168;VILLIERS AUX CORNEILLES;51260
7169;VITRY EN PERTHOIS;51300
7170;VOILEMONT;51800
7171;VOIPREUX;51130
7172;VOUARCES;51260
7173;VOUILLERS;51340
7174;WARGEMOULIN HURLUS;51800
7175;WARMERIVILLE;51110
7176;AILLIANVILLE;52700
7177;AINGOULAINCOURT;52230
7178;ANDELOT BLANCHEVILLE;52700
7179;ANDILLY EN BASSIGNY;52360
7180;ANNONVILLE;52230
7181;APREY;52250
7182;BANNES;52360
7183;BLESSONVILLE;52120
7184;BOLOGNE;52310
7185;BOLOGNE;52310
7186;BRACHAY;52110
7187;BREUVANNES EN BASSIGNY;52240
7188;BUXIERES LES VILLIERS;52000
7189;CELLES EN BASSIGNY;52360
7190;VALS DES TILLES;52160
7191;VALS DES TILLES;52160
7192;VALS DES TILLES;52160
7193;CHAMBRONCOURT;52700
7194;CHAMPIGNEULLES EN BASSIGNY;52150
7195;CHAUDENAY;52600
7196;CHAUMONT LA VILLE;52150
7197;CHAMARANDES CHOIGNES;52000
7198;CIRFONTAINES EN ORNOIS;52230
7199;COLMIER LE BAS;52160
7200;COLOMBEY LES DEUX EGLISES;52330
7201;LUZARCHES;95270
7202;MAREIL EN FRANCE;95850
7203;MARINES;95640
7204;MAUDETOUR EN VEXIN;95420
7205;MERIEL;95630
7206;MOISSELLES;95570
7207;MONTGEROULT;95650
7208;NOINTEL;95590
7209;OSNY;95520
7210;LE PERCHAY;95450
7211;PERSAN;95340
7212;PIERRELAYE;95480
7213;LE PLESSIS GASSOT;95720
7214;LE PLESSIS LUZARCHES;95270
7215;PONTOISE;95000
7216;ST BRICE SOUS FORET;95350
7217;ST CLAIR SUR EPTE;95770
7218;ST GRATIEN;95210
7219;SANTEUIL;95640
7220;SOISY SOUS MONTMORENCY;95230
7221;TAVERNY;95150
7222;THEUVILLE;95810
7223;VALLANGOUJARD;95810
7224;VAUREAL;95490
7225;VILLIERS ADAM;95840
7226;VILLIERS LE BEL;95400
7227;BAIE MAHAULT;97122
7228;BAILLIF;97123
7229;CAPESTERRE BELLE EAU;97130
7230;POINTE NOIRE;97116
7231;ST CLAUDE;97120
7232;BASSE POINTE;97218
7233;LE CARBET;97221
7234;LE MARIGOT;97225
7235;LE MARIN;97290
7236;LE MORNE ROUGE;97260
7237;LE ROBERT;97231
7238;LE ROBERT;97231
7239;ST PIERRE;97250
7240;SCHOELCHER;97233
7241;LE VAUCLIN;97280
7242;LE MORNE VERT;97226
7243;MANA;97318
7244;GRAND SANTI;97340
7245;L ETANG SALE;97427
7246;LE PORT;97420
7247;LA POSSESSION;97419
7248;ST ANDRE;97440
7249;ST DENIS;97400
7250;ST DENIS;97400
7251;ST JOSEPH;97480
7252;ST LEU;97436
7253;ST PAUL;97422
7254;ST PAUL;97434
7255;ST PAUL;97435
7256;ST PIERRE;97410
7257;ST PHILIPPE;97442
7258;STE ROSE;97439
7259;STE ROSE;97439
7260;LE TAMPON;97430
7261;LES TROIS BASSINS;97426
7262;ST PIERRE;97500
7263;ACOUA;97630
7264;DEMBENI;97660
7265;KANI KELI;97625
7266;MAMOUDZOU;97600
7267;MTSAMBORO;97630
7268;UVEA;98600
7269;ARUE;98701
7270;ARUTUA;98762
7271;ARUTUA;98785
7272;BORA BORA;98730
7273;GAMBIER;98755
7274;GAMBIER;98755
7275;GAMBIER;98792
7276;HAO;98790
7277;HAO;98790
7278;HAO;98790
7279;HAO;98790
7280;HAO;98790
7281;HIKUERU;98790
7282;HITIAA O TE RA;98707
7283;HIVA OA;98741
7284;HIVA OA;98796
7285;HUAHINE;98731
7286;HUAHINE;98731
7287;HUAHINE;98731
7288;MANIHI;98770
7289;MAUPITI;98732
7290;MOOREA MAIAO;98728
7291;MOOREA MAIAO;98728
7292;MOOREA MAIAO;98728
7293;NAPUKA;98772
7294;NUKU HIVA;98796
7295;RAIVAVAE;98750
7296;RAIVAVAE;98750
7297;RANGIROA;98776
7298;RANGIROA;98790
7299;REAO;98780
7300;TAHAA;98733
7301;ST ETIENNE A ARNES;8310
7302;ST LOUP TERRIER;8130
7303;ST QUENTIN LE PETIT;8220
7304;ST REMY LE PETIT;8300
7305;SAULT LES RETHEL;8300
7306;SERAINCOURT;8220
7307;SEVIGNY LA FORET;8230
7308;SOMMAUTHE;8240
7309;STONNE;8390
7310;SUGNY;8400
7311;SUZANNE;8130
7312;SY;8390
7313;TAGNON;8300
7314;TAILLY;8240
7315;TARZY;8380
7316;LE THOUR;8190
7317;TOULIGNY;8430
7318;TOURNES;8090
7319;VAUX MONTREUIL;8270
7320;VENDRESSE;8160
7321;VILLERS CERNAY;8140
7322;VILLERS SUR BAR;8350
7323;VIREUX WALLERAND;8320
7324;VIVIER AU COURT;8440
7325;WADELINCOURT;8200
7326;WAGNON;8270
7327;WARCQ;8000
7328;YVERNAUMONT;8430
7329;AIGUES VIVES;9600
7330;ALOS;9200
7331;ARGEIN;9800
7332;ARIGNAC;9400
7333;ARRIEN EN BETHMALE;9800
7334;ARVIGNA;9100
7335;ASTON;9310
7336;AUZAT;9220
7337;LA BASTIDE SUR L HERS;9600
7338;BAULOU;9000
7339;BESTIAC;9250
7340;BEZAC;9100
7341;BONAC IRAZEIN;9800
7342;BRASSAC;9000
7343;BRIE;9700
7344;BURRET;9000
7345;CADARCET;9240
7346;CAMARADE;9290
7347;CAMPAGNE SUR ARIZE;9350
7348;CARLA BAYLE;9130
7349;CARLA DE ROQUEFORT;9300
7350;CAYCHAX;9250
7351;CAZALS DES BAYLES;9500
7352;CAZAVET;9160
7353;CHATEAU VERDUN;9310
7354;CLERMONT;9420
7355;CONTRAZY;9230
7356;COUSSA;9120
7357;DURBAN SUR ARIZE;9240
7358;ENGOMER;9800
7359;ESPLAS;9700
7360;GARANOU;9250
7361;GUDAS;9120
7362;LAROQUE D OLMES;9600
7363;LERCOUL;9220
7364;LESCOUSSE;9100
7365;MANSES;9500
7366;MAUVEZIN DE PRAT;9160
7367;MAZERES;9270
7368;MERAS;9350
7369;MERCUS GARRABET;9400
7370;MERIGON;9230
7371;MIJANES;9460
7372;MONTAGAGNE;9240
7373;MONTBEL;9600
7374;MONTFA;9350
7375;ORGEIX;9110
7376;PRADETTES;9600
7377;LES PUJOLS;9100
7378;QUIE;9400
7379;RAISSAC;9300
7380;ROQUEFORT LES CASCADES;9300
7381;ROUZE;9460
7382;ST AMANS;9100
7383;ST BAUZEIL;9120
7384;ST JEAN DE VERGES;9000
7385;ST JEAN DE VERGES;9000
7386;ST PIERRE DE RIVIERE;9000
7387;ST QUIRC;9700
7388;ST YBARS;9210
7389;SALSEIN;9800
7390;SEM;9220
7391;SENTENAC D OUST;9140
7392;SIGUER;9220
7393;SOR;9800
7394;SORGEAT;9110
7395;TARASCON SUR ARIEGE;9400
7396;TROYE D ARIEGE;9500
7397;VERDUN;9310
7398;VERNAUX;9250
7399;LE VERNET;9700
7400;VERNIOLLE;9340
7401;LAVILLEDIEU;7170
7402;LAVIOLLE;7530
7403;MALARCE SUR LA THINES;7140
7404;MAUVES;7300
7405;MONESTIER;7690
7406;MONTREAL;7110
7407;ORGNAC L AVEN;7150
7408;PAYZAC;7230
7409;PEAUGRES;7340
7410;LE PLAGNAL;7590
7411;PLANZOLLES;7230
7412;LE POUZIN;7250
7413;PRADONS;7120
7414;RIBES;7260
7415;ROCHEPAULE;7320
7416;ST ALBAN AURIOLLES;7120
7417;ST APOLLINAIRE DE RIAS;7240
7418;ST DIDIER SOUS AUBENAS;7200
7419;ST ETIENNE DE BOULOGNE;7200
7420;ST ETIENNE DE SERRE;7190
7421;ST GENEST LACHAMP;7190
7422;ST JEAN ROURE;7160
7423;ST JOSEPH DES BANCS;7530
7424;ST JULIEN BOUTIERES;7310
7425;ST JULIEN LABROUSSE;7160
7426;ST MARCEL LES ANNONAY;7100
7427;ST MARTIN D ARDECHE;7700
7428;ST MARTIN SUR LAVEZON;7400
7429;ST PAUL LE JEUNE;7460
7430;ST PIERREVILLE;7190
7431;ST ROMAIN DE LERPS;7130
7432;SARRAS;7370
7433;SAVAS;7430
7434;TOURNON SUR RHONE;7300
7435;VALGORGE;7110
7436;VERNOUX EN VIVARAIS;7240
7437;VINZIEUX;7340
7438;VIVIERS;7220
7439;VOGUE;7200
7440;AMAGNE;8300
7441;LES GRANDES ARMOISES;8390
7442;ARREUX;8090
7443;ASFELD;8190
7444;AUFLANCE;8370
7445;AURE;8400
7446;AUSSONCE;8310
7447;AUTHE;8240
7448;AUTRECOURT ET POURRON;8210
7449;AVANCON;8300
7450;BARBAISE;8430
7451;BELVAL;8090
7452;BERTONCOURT;8300
7453;BOSSEVAL ET BRIANCOURT;8350
7454;BOUCONVILLE;8250
7455;BOULZICOURT;8410
7456;BOGNY SUR MEUSE;8120
7457;BRIEULLES SUR BAR;8240
7458;CAUROY;8310
7459;CERNION;8260
7460;CHARLEVILLE MEZIERES;8000
7461;LE CHATELET SUR RETOURNE;8300
7462;CHEMERY CHEHERY;8450
7463;BAIRON ET SES ENVIRONS;8390
7464;CHESNOIS AUBONCOURT;8270
7465;CHEVIERES;8250
7466;CHILLY;8260
7467;CHUFFILLY ROCHE;8130
7468;DAIGNY;8140
7469;DOM LE MESNIL;8160
7470;DOM LE MESNIL;8160
7471;DOUMELY BEGNY;8220
7472;DRAIZE;8220
7473;ESTREBAY;8260
7474;ETEIGNIERES;8260
7475;EVIGNY;8090
7476;EXERMONT;8250
7477;FRANCHEVAL;8140
7478;FROMELENNES;8600
7479;GIRONDELLE;8260
7480;GRANDPRE;8250
7481;LA GRANDVILLE;8700
7482;GUIGNICOURT SUR VENCE;8430
7483;GUINCOURT;8130
7484;HAGNICOURT;8430
7485;HANNOGNE ST MARTIN;8160
7486;HAUTEVILLE;8300
7487;HAYBES;8170
7488;HERBEUVAL;8370
7489;JANDUN;8430
7490;JONVAL;8130
7491;LAVAL MORENCY;8150
7492;LEFFINCOURT;8310
7493;LOGNY BOGNY;8150
7494;LONNY;8150
7495;MARANWEZ;8460
7496;MENIL ANNELLES;8310
7497;LE MONT DIEU;8390
7498;MONTHERME;8800
7499;MONTMEILLANT;8220
7500;MOURON;8250
7501;PEUJARD;33240
7502;LE PIAN MEDOC;33290
7503;PLASSAC;33390
7504;POMPEJAC;33730
7505;PORTETS;33640
7506;PRECHAC;33730
7507;QUEYRAC;33340
7508;RIOCAUD;33220
7509;SAILLANS;33141
7510;ST AIGNAN;33126
7511;ST ANDRE DE CUBZAC;33240
7512;ST ANDRONY;33390
7513;ST CHRISTOPHE DE DOUBLE;33230
7514;ST CIBARD;33570
7515;ST CIERS DE CANESSE;33710
7516;STE COLOMBE;33350
7517;STE CROIX DU MONT;33410
7518;ST GENES DE BLAYE;33390
7519;ST GENES DE CASTILLON;33350
7520;STE HELENE;33480
7521;ST JEAN DE BLAIGNAC;33420
7522;ST JULIEN BEYCHEVELLE;33250
7523;ST LAURENT MEDOC;33112
7524;ST LOUBERT;33210
7525;ST MAGNE;33125
7526;ST MAIXANT;33490
7527;ST MARTIAL;33490
7528;ST MARTIN DE SESCAS;33490
7529;ST MEDARD D EYRANS;33650
7530;ST MEDARD EN JALLES;33160
7531;ST MICHEL DE RIEUFRET;33720
7532;ST PEY D ARMENS;33330
7533;ST SYMPHORIEN;33113
7534;ST VINCENT DE PAUL;33440
7535;ST VIVIEN DE MONSEGUR;33580
7536;SAUCATS;33650
7537;SAUVETERRE DE GUYENNE;33540
7538;SAVIGNAC;33124
7539;SAVIGNAC DE L ISLE;33910
7540;SEMENS;33490
7541;SOULAC SUR MER;33780
7542;SOUSSANS;33460
7543;TARNES;33240
7544;LA TESTE DE BUCH;33115
7545;LE TUZAN;33125
7546;VENDAYS MONTALIVET;33930
7547;VENSAC;33590
7548;VERTHEUIL;33180
7549;VILLENAVE D ORNON;33140
7550;AUMES;34530
7551;BASSAN;34290
7552;BEAUFORT;34210
7553;BEDARIEUX;34600
7554;BEZIERS;34500
7555;LE BOSC;34700
7556;BRIGNAC;34800
7557;CAMPLONG;34260
7558;CAPESTANG;34310
7559;CASTELNAU DE GUERS;34120
7560;LA CAUNETTE;34210
7561;CAUSSE DE LA SELLE;34380
7562;CAUX;34720
7563;CAZEDARNES;34460
7564;CEILHES ET ROCOZELS;34260
7565;CERS;34420
7566;CESSERAS;34210
7567;CLAPIERS;34830
7568;CORNEILHAN;34490
7569;COULOBRES;34290
7570;FRONTIGNAN;34110
7571;GORNIES;34190
7572;HEREPIAN;34600
7573;JONCELS;34650
7574;LAMALOU LES BAINS;34240
7575;LATTES;34970
7576;LAURENS;34480
7577;LAUROUX;34700
7578;LEZIGNAN LA CEBE;34120
7579;LIAUSSON;34800
7580;LIEURAN CABRIERES;34800
7581;LIGNAN SUR ORB;34490
7582;LUNAS;34650
7583;LUNEL;34400
7584;POURNOY LA GRASSE;57420
7585;PUTTELANGE LES THIONVILLE;57570
7586;PUZIEUX;57590
7587;RANGUEVAUX;57700
7588;RAVILLE;57530
7589;RETTEL;57480
7590;RICHE;57340
7591;RICHEVAL;57830
7592;RITZING;57480
7593;RORBACH LES DIEUZE;57260
7594;RURANGE LES THIONVILLE;57310
7595;ST FRANCOIS LACROIX;57320
7596;ST JEAN KOURTZERODE;57370
7597;ST JEAN ROHRBACH;57510
7598;ST JULIEN LES METZ;57070
7599;ST JURE;57420
7600;ST PRIVAT LA MONTAGNE;57855
7601;CUSEY;52190
7602;CUSEY;52190
7603;CUVES;52240
7604;DONJEUX;52300
7605;DOULAINCOURT SAUCOURT;52270
7606;DOULEVANT LE PETIT;52130
7607;ECLARON BRAUCOURT STE LIVIERE;52290
7608;EPIZON;52270
7609;FARINCOURT;52500
7610;FORCEY;52700
7611;FRAMPAS;52220
7612;GERMAINES;52160
7613;GUINDRECOURT SUR BLAISE;52330
7614;HAUTE AMANCE;52600
7615;ISOMES;52190
7616;LAFERTE SUR AUBE;52120
7617;LAMANCINE;52310
7618;BAYARD SUR MARNE;52170
7619;LIFFOL LE PETIT;52700
7620;LONGEAU PERCEY;52250
7621;MAIZIERES;52300
7622;MANDRES LA COTE;52800
7623;MARCILLY EN BASSIGNY;52360
7624;MAREILLES;52700
7625;MEURES;52310
7626;VAL DE MEUSE;52240
7627;MONTOT SUR ROGNON;52700
7628;MOUILLERON;52160
7629;NIJON;52150
7630;NINVILLE;52800
7631;NOGENT;52800
7632;FOUGUEYROLLES;33220
7633;FOULEIX;24380
7634;FRAISSE;24130
7635;GAGEAC ET ROUILLAC;24240
7636;GOUT ROSSIGNOL;24320
7637;GRAND BRASSAC;24350
7638;GRANGES D ANS;24390
7639;JAYAC;24590
7640;LA JEMAYE;24410
7641;LE LARDIN ST LAZARE;24570
7642;LIORAC SUR LOUYRE;24520
7643;LUSSAS ET NONTRONNEAU;24300
7644;MARSANEIX;24750
